,file,corte 0 ,corte 2,corte 6
38,ins_11_33_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_3.txt
39,ins_11_33_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_4.txt
40,ins_11_33_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_5.txt
41,ins_11_33_6.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_6.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_6.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_6.txt
42,ins_11_33_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_7.txt
43,ins_11_33_8.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_8.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_8.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_8.txt
44,ins_11_33_9.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_33_9.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_33_9.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_33_9.txt
45,ins_11_44_1.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_1.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_1.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_1.txt
46,ins_11_44_10.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_10.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_10.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_10.txt
47,ins_11_44_2.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_2.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_2.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_2.txt
48,ins_11_44_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_3.txt
49,ins_11_44_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_4.txt
50,ins_11_44_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_5.txt
51,ins_13_52_1.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_1.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_1.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_1.txt
52,ins_13_52_10.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_10.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_10.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_10.txt
53,ins_13_52_2.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_2.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_2.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_2.txt
54,ins_13_52_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_3.txt
55,ins_13_52_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_4.txt
56,ins_13_52_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_5.txt
57,ins_13_52_6.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_6.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_6.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_6.txt
58,ins_13_52_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_7.txt
59,ins_13_52_8.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_8.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_8.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_8.txt
60,ins_13_52_9.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_52_9.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_52_9.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_52_9.txt
61,ins_15_30_1.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_1.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_1.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_1.txt
62,ins_15_30_10.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_10.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_10.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_10.txt
63,ins_15_30_2.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_2.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_2.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_2.txt
64,ins_15_30_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_3.txt
65,ins_15_30_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_4.txt
66,ins_15_30_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_5.txt
67,ins_15_30_6.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_6.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_6.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_6.txt
68,ins_05_15_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_05_15_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_05_15_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_05_15_7.txt
69,ins_07_14_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_07_14_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_07_14_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_07_14_5.txt
70,ins_07_28_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_07_28_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_07_28_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_07_28_7.txt
71,ins_09_27_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_5.txt
72,ins_11_22_8.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_22_8.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_22_8.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_22_8.txt
73,ins_11_44_6.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_11_44_6.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_11_44_6.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_11_44_6.txt
74,ins_13_39_9.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_13_39_9.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_13_39_9.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_13_39_9.txt
75,ins_15_30_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_15_30_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_15_30_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_15_30_7.txt
76,ins_07_28_8.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_07_28_8.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_07_28_8.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_07_28_8.txt
77,ins_07_28_9.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_07_28_9.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_07_28_9.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_07_28_9.txt
78,ins_09_18_1.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_1.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_1.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_1.txt
79,ins_09_18_10.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_10.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_10.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_10.txt
80,ins_09_18_2.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_2.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_2.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_2.txt
81,ins_09_18_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_3.txt
82,ins_09_18_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_4.txt
83,ins_09_18_5.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_5.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_5.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_5.txt
84,ins_09_18_6.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_6.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_6.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_6.txt
85,ins_09_18_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_7.txt
86,ins_09_18_8.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_8.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_8.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_8.txt
87,ins_09_18_9.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_18_9.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_18_9.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_18_9.txt
88,ins_09_27_1.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_1.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_1.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_1.txt
89,ins_09_27_10.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_10.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_10.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_10.txt
90,ins_09_27_2.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_2.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_2.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_2.txt
91,ins_09_27_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_3.txt
92,ins_09_27_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_4.txt
93,ins_09_27_6.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_6.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_6.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_6.txt
94,ins_09_27_7.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_7.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_7.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_7.txt
95,ins_09_27_8.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_8.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_8.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_8.txt
96,ins_09_27_9.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_27_9.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_27_9.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_27_9.txt
97,ins_09_36_1.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_36_1.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_36_1.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_36_1.txt
98,ins_09_36_10.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_36_10.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_36_10.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_36_10.txt
99,ins_09_36_2.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_36_2.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_36_2.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_36_2.txt
100,ins_09_36_3.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_36_3.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_36_3.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_36_3.txt
101,ins_09_36_4.txt,../CPP/main -v aa -c 0 -t 1 -i ../CPP/instances/ins_09_36_4.txt,../CPP/main -v aa -c 2 -t 1 -i ../CPP/instances/ins_09_36_4.txt,../CPP/main -v aa -c 6 -t 1 -i ../CPP/instances/ins_09_36_4.txt
